x,y
-41.722326414832324,-7.398269985894046
-31.485235505741414,-5.441179076803138
-23.65687186937778,-4.838997258621319
-12.817599142105053,-4.387360894984958
-12.817599142105053,-1.5269972586213214
-14.323053687559593,1.7850027413786762
-18.538326414832326,5.699184559560493
-26.36669005119596,7.957366377742311
-35.39941732392323,6.903548195924131
-42.776144596650504,5.398093650469583
-46.84087186937778,7.2046391050150405
-48.346326414832326,9.613366377742317
-48.19578096028687,13.075911832287773
-47.29250823301414,15.785730014105951
-45.7870536875596,19.699911832287768
-41.722326414832324,26.173366377742312
-38.259780960286875,27.97991183228777
-34.04450823301414,26.77554819592413
-31.184144596650512,24.366820923196855
-27.11941732392323,20.60318455956049
-16.73178096028687,18.49554819592413
3.1402190397131307,17.441730014105943
16.689309948804038,18.194457286833227
21.356219039713125,23.162457286833217
23.7649463124404,33.70063910501504
14.280582676076762,39.421366377742316
-6.795780960286876,45.29263910501504
-26.51723550574141,49.95954819592413
-32.5390536875596,52.368275468651404
-37.50705368755959,47.0991845595605
-42.776144596650504,41.22791183228776
-48.647417323923236,31.442457286833218
-55.42196277846869,18.34500274137868
-63.099780960286864,5.398093650469583
-72.73469005119595,-4.236815440439507
-75.29396277846868,-9.656451804075864
-64.90632641483232,-10.710269985894051
-48.647417323923236,-8.452088167712233
-41.872871869377775,-7.548815440439505
